BIGGEST	SMALLEST	RANDOM	SIMILARITY
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.78	0.78	0.78	0.78	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
0.79	0.79	0.79	0.79	
